Anio,Trimestre,AnioTrimestre,Provincia,AccesoCada100Hogares,DiferenciaTrimestral,PorcientoTrimestral,Cumple2,BandAnchaFija,Dial_up,ADSL,Cablemodem,FibraOptica,Wireless,OtrosTipoConexion,totalServicios,Mbps(Media de bajada),Hasta512kbps,512Kbps_Menos1Mbps,1Mbps_Menos6Mbps,6Mbps_Menos10Mbps,10Mbps_Menos20Mbps,20Mbps_Menos30Mbps,30Mbps,OtrosMbps,Total_Mbps
2022,3,20223,Chubut,84.38,1.19,1.41,0,165,904,45,72,10,30,9,1235,1.56,109,1.44,45.71,30.94,34.682,15.309,17.56,20.02,274.67
2022,2,20222,Chubut,83.19,-4.86,-5.84,0,162,904,45,69,10,30,9,1229,1.49,109,1.44,45.8,31.217,34.29,14.526,15.39,20.02,271.7
2022,1,20221,Chubut,88.05,5.48,6.22,1,171,927,44,67,9,31,21,1270,1.34,113,1.68,61.37,31.856,33.08,13.871,14.06,15.61,284.52
2021,4,20214,Chubut,82.57,1.86,2.25,1,159,944,46,57,10,28,19,1263,908,126,1.29,63.7,39.568,31.175,5.78,2.9,15.76,286.18
2021,3,20213,Chubut,80.71,8.42,10.43,1,155,800,49,56,9,23,19,1111,818,104,105,89.17,26.281,18.538,5.32,1.64,14.91,364.86
2021,2,20212,Chubut,72.29,3.3,4.56,1,138,825,49,41,6,24,19,1102,768,104,105,89.64,22.605,16.604,3.896,1.11,5.17,348.03
2021,1,20211,Chubut,68.99,0.64,0.93,0,132,825,46,41,3,24,19,1090,753,106,109,86.99,21.401,15.392,2.844,1.11,4.39,347.13
2020,4,20204,Chubut,68.35,0.01,0.01,0,130,825,46,40,3,23,19,1086,738,106,109,88.16,21.824,12.046,2.818,1.11,4.4,345.36
2020,3,20203,Chubut,68.34,11,16.1,1,129,825,46,39,3,23,19,1084,740,158,109,87.56,22.114,12.217,2.818,1.11,3.94,396.76
2020,2,20202,Chubut,57.34,6.07,10.59,1,108,825,46,38,1,18,6,1042,761,158,109,69.58,22.188,10.537,1.473,614,4,988.78
2020,1,20201,Chubut,51.27,0.12,0.23,0,96,800,46,27,1,17,5,992,712,158,109,69.59,12.957,7.756,1.24,614,4.5,977.04
2019,4,20194,Chubut,51.15,3.58,7,1,95,810,47,27,1,15,5,1000,699,158,4,69.41,12.945,7.615,1.24,614,4.12,871.33
2019,3,20193,Chubut,47.57,0.58,1.22,0,87,2,37,27,2,15,8,178,697,74,840,62.68,13.033,7.171,1.24,614,4.5,1616.62
2019,2,20192,Chubut,46.99,3.99,8.49,1,86,2,37,26,2,14,8,175,605,66,3.95,69.03,10.049,1.495,74,165,4.5,394.03
2019,1,20191,Chubut,43,0.39,0.91,0,78,2,37,23,2,14,3,159,589,66,3.94,71.08,6.571,787,74,165,0,1173.59
2018,4,20184,Chubut,42.61,-13.78,-32.34,0,77,2,37,23,952,14,3,1108,609,66,3.92,66.06,6.215,531,623,165,1.14,1462.34
2018,3,20183,Chubut,56.39,1.49,2.64,1,101,2,59,23,1,14,7,207,608,67,3.95,91.1,6.162,531,623,164,0,1486.21
2018,2,20182,Chubut,54.9,1.18,2.15,1,98,2,59,20,1,14,7,201,533,67,4.47,85.6,5.369,4,5,9,5.01,185.45
2018,1,20181,Chubut,53.72,2.26,4.21,1,96,2,56,20,1,14,7,196,542,67,4.31,83.16,5.358,4,5,9,5.01,182.84
2017,4,20174,Chubut,51.46,5.24,10.18,1,91,2,56,15,1,14,7,186,541,67,4.31,83.68,5.355,7,5,9,0,181.34
